resource_id,primary_secondary,author,year,title,resource_type,doi_ISBN,resource_journal,resource_volume_pages
r423,primary,"Samimi Namin, K. & van Ofwegen, L.P.",2010," An overview of Bebryce (Cnidaria, Octocorallia, Plexauridae) species with tiny rosettes, with the description of a new species from the Gulf of Oman. ",article,10.5252/z2010n3a9,Zoosystema ,32(3): 479–493. 
r424,primary,"van Ofwegen, L.P. & McFadden, C.S.",2010,A new family of octocorals (Anthozoa: Octocorallia) from Cameroon waters.,article,10.1080/00222930903359669, Journal of Natural History  Journal of Natural History ,44(1): 23–29. 
r425,primary,"Opresko, D. M. & Bayer, F.M.",1991,"Rediscovery of the enigmatic coelenterate Dendrobrachia, (Octocorallia: Gorgonacea) with descriptions of two new species",article,,Transactions of the Royal Society of South Australia ,115: 1-19
r426,primary,"Benayahu, Y. & van Ofwegen, L.P.",2011,New species of the genus Sinularia (Octocorallia: Alcyonacea) from Singapore with notes on the occurrence of other species of the genus.,article,https://lkcnhm.nus.edu.sg/wp-content/uploads/sites/10/app/uploads/2017/06/59rbz117-125.pdf, Raffles Bulletin of Zoology,59(2): 117–125. 
r427,primary,"Benayahu, Y. & Chow, L.M.",2010,"On some Octocorallia (Cnidaria: Anthozoa: Alcyonacea) from Singapore, with description of a new Cladiella species",article,10.5281/zenodo.5342393, Raffles Bulletin of Zoology,58(1): 1–13 
r428,primary,"Benayahu, Y. & van Ofwegen, L.P.",2011,"New species of octocorals (Coelenterata: Anthozoa) from the Penghu archipelago, Taiwan. ",article, https://zoolstud.sinica.edu.tw/Journals/50.3/350.pdf,Zoological Studies ,50(3): 350–362.
r429,primary,"Samimi-Namin, K., van Ofwegen, L.P., Wilson, S.C. & Claereboudt, M.R.",2011, The first in situ and shallow-water observation of the genus Pseudothelogorgia (Octocorallia: Keroeididae). ,article, https://zoolstud.sinica.edu.tw/Journals/50.2/265.pdf,Zoological Studies ,50(2): e265.
r430,primary,"vvan Ofwegen, L.P. & Haddad, M.A.",2011,A probably invasive new genus and new species of soft coral (Octocorallia: Alcyonacea: Clavulariidae) from Brazil. ,article,10.11646/zootaxa.3107.1.2,Zootaxa ,3107(1): 38–46. 
r431,primary,"Benayahu, Y. & van Ofwegen, L.P.",2012,"Octocorals (Cnidaria, Anthozoa) from Reunion, with a description of two new species of the genus Sinularia May, 1898 and notes on the occurrence of other species. ",article,10.5252/z2012n4a2,Zoosystema ,34(4): 673–699.
r432,primary,"Benayahu, Y., van Ofwegen, L.P., Dai, C.F., Jeng, M-S., Soong, K., Shlagman, A., Hsieh, H.J. & McFadden, C.S.",2012,"Diversity, distribution, and molecular systematics of octocorals (Coelenterata: Anthozoa) of the Penghu Archipelago, Taiwan.",article,https://zoolstud.sinica.edu.tw/Journals/51.8/1529.pdf, Zoological Studies ,51(8): 1529–1548. 
r433,primary,"van Ofwegen, L.P., & Benayahu, Y.",2012,"Two new species and a new record of the genus Sinularia(Octocorallia, Alcyonacea) from the Penghu archipelago, Taiwan. ",article, https://zoolstud.sinica.edu.tw/Journals/51.3/383.pdf,Zoological Studies ,51(3): 283–398.
r434,primary,"Breedy, O., van Ofwegen, L.P. & Vargas, S.",2012,"A new family of soft corals (Anthozoa, Octocorallia, Alcyonacea) from the aphotic tropical eastern Pacific waters revealed by integrative taxonomy. ",article,10.1080/14772000.2012.707694,Systematics and Biodiversity ,10(3): 351–359. 
r435,primary,"McFadden, C.S. & van Ofwegen, L.P.",2012,"Stoloniferous octocorals (Anthozoa, Octocorallia) from South Africa, with descriptions of a new family of Alcyonacea, a new genus of Clavulariidae, and a new species of Cornularia (Cornulariidae). ",article,10.1071/IS12035,Invertebrate Systematics ,26(4): 331–356. 
r436,primary,"Samimi-Namin, K. & van Ofwegen, L.P.",2012,The octocoral fauna of the Gulf. ,book chapter,10.1007/978-94-007-3008-3,"In: Riegl BM, Purkis SJ (Eds) Coral Reefs of the Gulf: Adaptation to Climatic Extremes. Springer, Dordrecht, ",225–252. 
r437,primary,"McFadden, C.S. & van Ofwegen, L.P.",2012,"A revision of the soft coral genus, Eunephthya Verrill, 1869 (Anthozoa: Octocorallia: Nephtheidae), with a description of four new species from South Africa. ",article,https://doi.org/10.11646/zootaxa.3485.1.1,Zootaxa,3485(1): 1–25.
r438,primary,"McFadden, C.S. & van Ofwegen, L.P.",2013,"A second, cryptic species of the soft coral genus Incrustatus(Anthozoa: Octocorallia: Clavulariidae) from Tierra del Fuego, Argentina, revealed by DNA barcoding. ",article,10.1007/s10152-012-0310-7,Helgoland Marine Research ,67(1): 137–147.
r439,primary,"McFadden, C.S. & van Ofwegen, L.P.",2013,"Molecular phylogenetic evidence supports a new family of octocorals and a new genus of Alcyoniidae (Octocorallia, Alcyonacea). ",article,10.3897/zookeys.346.6270,ZooKeys ,346: 59–83. 
r440,primary,"Dautova, T.N. & Savinkin, O.V.",2009,"New Data On Soft Corals (Cnidaria: Octocorallia: Alcyonacea) From Nha Trang Bay, South China Sea",article,10.5281/zenodo.186181,,
r441,primary,"van Ofwegen, L.P., Benayahu, Y. & McFadden, C.S.",2013,"Sinularia leptoclados (Ehrenberg, 1834) (Cnidaria: Octocorallia) re-examined. ",article,10.3897/zookeys.272.4406,ZooKeys ,272: 29–59. 
r442,primary,"Bryce, M., Poliseno, A., Alderslade, P., & Vargas, S.",2015,Digitate and capitate soft corals (Cnidaria: Octocorallia: Alcyoniidae) from Western Australia with reports on new species and new Australian geographical records,article,10.11646/zootaxa.3963.2.2,,
r443,primary,"Reijnen, B. T., McFadden, C. S., Hermanlimianto, Y. T., & van Ofwegen, L. P.",2014,A molecular and morphological exploration of the generic boundaries in the family Melithaeidae (Coelenterata: Octocorallia) and its taxonomic consequences,article,10.1016/j.ympev.2013.09.028,,
r444,primary,"Alderslade, P.",2006,New subfamilies and a new genus and species of Melithaeidae (Coelenterata: Octocorallia: Alcyonacea) with comparative data on the structure of both melithaeid and subergorgiid axes,article,10.11646/zootaxa.1199.1.2,,
r445,primary,"van Ofwegen, L.P. & Hermanlimianto, M.I.Y.T.",2014,Siboga plexaurids (Coelenterata: Octocorallia) re-examined. ,article,https://repository.naturalis.nl/pub/516157/ZM88-03_19-58_Ofwegen.pdf,Zoologische Mededelingen ,88(3): 19–58. 
r446,primary,"van Ofwegen, L.P., Aurelle, D. & Sartoretto, S.",2014,"A new genus of soft coral (Cnidaria, Octocorallia) from the Republic of Congo (Pointe-Noire Region).",article,10.3897/zookeys.462.8533,ZooKeys , 462: 1–10. 
r447,primary,"Matsumoto, A.K. & van Ofwegen, L.P.",2015,"Melithaeidae of Japan (Octocorallia, Alcyonacea) re-examined with descriptions of 11 new species. ",article,10.3897/zookeys.522.10294,ZooKeys ,522: 1–127. 
r448,primary,"Bayer, F.M. & van Ofwegen, L.P.",2016," The type specimens of Bebryce (Cnidaria, Octocorallia, Plexauridae) re-examined, with emphasis on the sclerites. ",article,10.11646/zootaxa.4083.3.1,Zootaxa,4083(3): 301–358. 
r450,primary,"Devictor, S. T., & Morton, S. L.",2010,Identification guide to the shallow water (0–200 m) octocorals of the South Atlantic Bight,article,10.11646/zootaxa.2599.1.1,,
r451,primary,"Deichmann, E.",1936,The Alcyonaria of the western part of the Atlantic Ocean,book,http://www.biodiversitylibrary.org/page/4363633#page/11/mode/1up,"Memoirs of the Museum of Comparative Zoölogy, at Harvard College, Cambridge, Mass. ","53: 1–308, 37"
r452,primary,"Matsumoto, A.K. & van Ofwegen, L.P.",2016,"The genus Bebryce (Cnidaria, Octocorallia, Plexauridae) at Japan, with descriptions of three new species",article,10.3897/zookeys.587.8188,ZooKeys ,587: 1–20. 
r453,primary,"Matsumoto, A.K. & van Ofwegen, L.P.",2016,"Species of Elasmogorgia and Euplexaura (Cnidaria, Octocorallia) from Japan with a discussion about the genus Filigella",article,10.3897/zookeys.589.8361,ZooKeys ,589: 1–21. 
r454,primary,"Samimi-Namin, K. & van Ofwegen, L.P.",2016," Overview of the genus Briareum (Cnidaria, Oc­tocorallia, Briareidae) in the Indo-Pacific, with the description of a new species",article,10.3897/zookeys.557.6298,ZooKeys ,557: 1–44. 
r455,primary,"Samimi-Namin, K. & van Ofwegen, L.P.",2016,"A revision of Trimuricea Gordon, 1926 (Cnidaria: Octocorallia: Plexauridae) with the description of six new species",article,10.11646/zootaxa.4105.1.1,Zootaxa,4105(1): 1–44. 
r456,primary,"Samimi-Namin, K., van Ofwegen, L.P. & McFadden, C.S.",2016,"A new species of Melithaea (Anthozoa, Octocorallia, Melithaeidae) from the Oman Sea, off Oman",article,10.3897/zookeys.623.10045,ZooKeys ,623: 15–29
r457,primary,"van Ofwegen, L.P.",2016,"The genus Litophyton Forskål, 1775 (Octocorallia, Alcyonacea, Nephtheidae) in the Red Sea and the western Indian Ocean",article,10.3897/zookeys.567.7212,ZooKeys ,567: 1–128. 
r458,primary,"van Ofwegen, L.P., McFadden, C.S. & Benayahu, Y.",2016,"Sinularia polydactyla (Ehrenberg, 1834) (Cnidaria, Octocorallia) re-examined, with the description of a new species",article,10.3897/zookeys.581.7455,ZooKeys ,581: 71–126
r459,primary,"Benayahu, Y., McFadden, C.S., Shoham, E. & van Ofwegen, L.P.",2017,"Search for mesophotic octocorals (Cnidaria, Anthozoa) and their phylogeny. II. A new zooxanthellate species from Eilat, northern Red Sea",article,10.3897/zookeys.676.12751,ZooKeys ,676: 1–12. 
r460,primary,"McFadden, C.S. & van Ofwegen, L.P.",2017,"Revisionary systematics of the endemic soft coral fauna (Octocorallia: Alcyonacea: Alcyoniina) of the Agulhas Bioregion, South Africa",article,10.11646/zootaxa.4363.4.1,Zootaxa,4363(4): 451–488
r461,primary,"Benayahu, Y., van Ofwegen, L.P. & McFadden, C.S.",2018," Evaluating the genus Cespitularia Milne Edwards & Haime, 1850 with descriptions of new genera of the family Xeniidae (Octocorallia, Alcyonacea)",article,10.3897/zookeys.754.23368,ZooKeys ,754: 63–101
r462,primary,"Benayahu, Y., van Ofwegen, L. P., Dai, C. F., Jeng, M. S., Soong, K., Shlagman, A., ... & McFadden, C. S. ",2018,The octocorals of Dongsha Atoll (South China Sea): an iterative approach to species identification using classical taxonomy and molecular barcodes,article,10.6620/ZS.2018.57-50,Zoological Studies,57: 1–50
r463,primary,"Lau, Y. W., Stokvis, F. R., van Ofwegen, L. P., & Reimer, J. D. ",2018,"Stolonifera from shallow waters in the north-western Pacific: a description of one new genus and two new species within the Arulidae (Anthozoa, Octocorallia)",article,10.3897/zookeys.790.28875,ZooKeys ,790: 1–19
r464,primary,"Tuti, Y. & van Ofwegen, L.P. ",2018,Gorgonians in Indonesian Waters. ,guide,http://oseanografi.lipi.go.id/hasilpenelitian/lihatpdf/43,"Media Sains National, Bogor, Indonesia, ",89 pp.
r465,primary,"Matsumoto, A.K., van Ofwegen, L.P. & Bayer, F.M.",2019,"A revision of the genus Calcigorgia (Cnidaria, Octocorallia, Acanthogorgiidae) with the description of three new species",article,10.11646/zootaxa.4571.1.1,Zootaxa,4571(1): 1–27
r466,primary,"van Ofwegen, L.P. ",2020,"The genus Litophyton Forskål, 1775 (Octocorallia, Alcyonacea, Nephtheidae) from Australia",article,10.11646/zootaxa.4764.1.1,Zootaxa,4764(1): 1–131
r467,primary,"Verselveldt, J. & Alderslade, P.",1982,"Description of types and other alcyonacean material (Coelenterata: Octocorallia) in the Australian Museum, Sydney",article,10.3853/j.0067-1975.34.1982.245,,
r468,primary,"Benayahu, Y., van Ofwegen, L.P., Ruiz Allais, J.P. & McFadden, C.S.",2021,"Revisiting the type of Cespitulariastolonifera Gohar, 1938 leads to the description of a new genus and a species of the family Xeniidae(Octocorallia, Alcyonacea)",article,10.11646/zootaxa.4964.2.5,Zootaxa,4964(2): 330–344
r469,primary,"Breedy, O., van Ofwegen, L., McFadden, C. S., & Murillo-Cruz, C.",2021,"Rhodolitica on rhodoliths: a new stoloniferan genus (Anthozoa, Octocorallia, Alcyonacea)",article,10.3897/zookeys.1032.63431,ZooKeys ,1032: 63–77
r470,primary,"Shuler, A. J., & Etnoyer, P. J.",2020, Alcyonacean octocorals of the Pinnacle Trend: A photo-identification guide ,guide,10.25923/xzd1-z382,,
r471,primary,"Kükenthal, W.",1919,"Gorgonaria. Wissenschaftliche Ergebnisse der Deutschen Tiefsee-Expedition auf dem Dampfer “Valdivia”, 1898–1899",article,10.5962/bhl.title.2171,,
r472,primary,"Sánchez, J. A., Dueñas, L. F., Rowley, S. J., Gonzalez-Zapata, F. L., Vergara, D. C., Montaño-Salazar, S. M., ... & Pérez, C. D. ",2019,Gorgonian corals. In Mesophotic Coral Ecosystems,book chapter,10.1007/978-3-319-92735-0_39,,
r473,primary,"Kessel, G. M., Alderslade, P., Bilewitch, J. P., Schnabel, K. E., Norman, J., Potts, R. T., & Gardner, J. P.",2022,"Dead man’s fingers point to new taxa: two new genera of New Zealand soft corals (Anthozoa, Octocorallia) and a revision of Alcyonium aurantiacum Quoy & Gaimard, 1833",article,10.5852/ejt.2022.837.1923,,
r474,primary,"López-González, P. J., Gili, J. M., & Williams, G. C.",2001,"New records of Pennatulacea (Anthozoa: Octocorallia) from the African Atlantic coast, with description of a new species and a zoogeographic analysis",article,10.3989/scimar.2001.65n159,,
r475,primary,"Breedy, O., & Guzmán, H. M.",2004,New species of the gorgoniian genus Pacifigorgia (Coelenterata: Octocorallia: Gorgoniidae) from Pacific Panama,article,10.11646/zootaxa.541.1.1,,
r476,primary,"Pérez, C. D., & Zamponi, M. O.",2004,"New records of octocorals (Cnidaria, Anthozoa) from the south western Atlantic Ocean, with zoogeographic considerations",article,10.11646/zootaxa.630.1.1,,
r477,primary,"Dueñas, L. F., Alderslade, P., & Sánchez, J. A.",2014,Molecular systematics of the deep-sea bamboo corals (Octocorallia: Isididae: Keratoisidinae) from New Zealand with descriptions of two new species of Keratoisis,article,10.1016/j.ympev.2014.01.031,,
r478,primary,"Bayer, F. M.",1990,"A new isidid octocoral (Anthozoa: Gorgonacea) from New Caledonia, with descriptions of other new species from elsewhere in the Pacific Ocean.",article,https://biostor.org/reference/74518, Proceedings of the Biological Society of Washington. ,"103(1), 205-228. page(s): 219, 221-226"
r479,primary,"Alderslade, P. & McFadden, C.S.",2012,"A new genus and species of the family Isididae (Coelenterata: Octocorallia) from a CMAR Biodiversity study, and a discussion on the subfamilial placement of some nominal isidid genera",article,10.11646/zootaxa.3154.1.2,,
r480,primary,"Watling, L., & France, S. C.",2011,A New Genus and Species of Bamboo Coral (Octocorallia: Isididae: Keratoisidinae) from the New England Seamounts,article,10.3374/014.052.0202,,
r481,primary,"Cairns, S.D.",2002,A New Species Of Chrysogorgia (Anthozoa : Octocorallia) From The Antarctic,article,https://biostor.org/reference/81385,Proceedings of the Biological Society of Washington,115: 217-222
r482,primary,"Bryce, M., & Wilson, N. G.",2019,A new genus with two new capitate species of dimorphic soft corals (Octocorallia : Alcyoniidae) from north-western Australia,article,10.1071/IS17051,,
r483,primary,"Williams, G.C.",2013,"New taxa and revisionary systematics of alcyonacean octocorals from the Pacific coast of North America (Cnidaria, Anthozoa)",article,10.3897/zookeys.283.4803,,
r484,primary,"Williams, G. C.& Breedy, O.",2019,"A new species of gorgonian octocoral from the mesophotic zone off the central coast of California, Eastern Pacific with a key to related regional taxa (Anthozoa, Octocorallia, Alcyonacea). Proceedings of the California Academy of Sciences. Series 4, 65(6): 143-158",article,https://nmssanctuaries.blob.core.windows.net/sanctuaries-prod/media/docs/20190515-new-species-octocoral-california-academy-of-sciences.pdf,,
r485,primary,"Horvath, E. A.",2019,"A review of gorgonian coral species (Cnidaria, Octocorallia, Alcyonacea)
held in the Santa Barbara Museum of Natural History research collection:
focus on species from Scleraxonia, Holaxonia, Calcaxonia - Part II:
Species of Holaxonia, families Gorgoniidae and Plexauridae",article,10.3897/zookeys.860.33597,,
r486,primary,"Breedy, O. & Guzman, H.",2007,"A revision of the genus Leptogorgia Milne Edwards & Haime, 1857 (Coelenterata: Octocorallia: Gorgoniidae) in the eastern Pacific",article,10.11646/zootaxa.1419.1.1,,
r487,primary,"Cairns, S.D.",2001,"Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa) Part 1: The genus Chrysogorgia Duchassaing & Michelotti, 1864",article,http://hdl.handle.net/10088/2462,Proceedings of the Biological Society of Washington,114 (3):746–787
r488,primary,"Cairns, S.D. & Bayer, F.M.",2002,"Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 2: The genus Callogorgia Gray, 1858",article,http://hdl.handle.net/10088/7542,Proceedings of the Biological Society of Washington,115 (4):840–867.
r489,primary,"Cairns, S.D. & Bayer, F.M.",2003,"Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 3. The genus Narella Gray, 1870",article,http://hdl.handle.net/10088/1243,Proceedings of the Biological Society of Washington,116 (3):617–648.
r490,primary,"Cairns, S.D. & Bayer, F.M.",2004,"Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 4. The genus Paracalyptrophora Kinoshita, 1908",article,http://hdl.handle.net/10088/1244,Proceedings of the Biological Society of Washington, 117 (1):114–139.
r491,primary,"Cairns, S.D. & Bayer, F.M.",2004,"Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 5: the genera Plumarella Gray, 1870; Acanthoprimnoa, n. gen.; and Candidella Bayer, 1954",article,http://hdl.handle.net/10088/7495,Proceedings of the Biological Society of Washington,117 (4):447–487.
r492,primary,"Cairns, S.D.",2006,"Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 6. The genera Primnoella Gray, 1858; Thouarella Gray, 1870; Dasystenella Versluys, 1906",article,10.2988/0006-324X(2006)119[161:SOWAOC]2.0.CO;2,,
r493,primary,"Cairns, S.D.",2007,"Studies on western Atlantic Octocorallia (Gorgonacea: Ellisellidae). Part 7: The genera Riisea Duchassaing & Michelotti, 1860 and Nicella Gray, 1870",article,10.2988/0006-324X(2007)120[1:SOWAOG]2.0.CO;2,,
r494,primary,"Cairns, S.D.",2007,Studies on western Atlantic octocorallia (Gorgonacea : Primnoidae). Part 8: New records of Primnoidae from the New England and corner rise seamounts,article,10.2988/0006-324X(2007)120[243:SOWAOG]2.0.CO;2,,
r495,primary,"Castro, C-B.",1989,"A new species of Plexaurella Valenciennes, 1855 (Coelenterata, Octocorallia), from the Abrolhos Reefs, Bahia, Brazil",article,,Revista Brasileira de Ecologia,49(2):597-603
r496,primary,"Dautova, T.N.",2018,"Two new speciesof deep-water Calcigorgia gorgonians (Anthozoa: Octocorallia) from the Kurile Islands, Sea of Okhotsk, with a review of distinctive characters of the known species of the genus",article,10.5852/ejt.2018.408,,
r497,primary,"López-González, P. J., Gili, J. M., & Williams, G. C.",2006,"On some veretillid pennatulaceans from the eastern Atlantic and western Pacific Oceans (Anthozoa: Octocorallia), with a review of the genus Cavernularia, and descriptions of new taxa",article,10.1111/j.1469-7998.2000.tb01070.x,,
r498,primary,"Williams, G.C.",1989,The pennatulacean genus Cavernularia Valenciennes (Octocorallia: Veretillidae),article,10.1111/j.1096-3642.1989.tb02313.x,,
r499,primary,"Soler-Hurtado, M. D. M., & López-González, P. J.",2012,Two new gorgonian species (Anthozoa: Octocorallia: Gorgoniidae) from Ecuador (Eastern Pacific),article,10.1080/17451000.2011.634814,,
r500,primary,"Breedy, O., Guzman, H. M., & Vargas, S.",2009,"A revision of the genus Eugorgia Verrill, 1868 (Coelenterata: Octocorallia: Gorgoniidae)",article,10.11646/zootaxa.2151.1.1,,
r501,primary,"López-González, P. J., & Gili, J. M.",2008,"A new species of Nidalia Gray, 1835 from Mid-Atlantic seamounts (Octocorallia, Alcyonacea, Nidaliidae)",article,10.1007/s10152-008-0127-6,,
r502,primary,"Conti-Jerpe, I. E., & Freshwater, D. W.",2017,"Hedera caerulescens (Alcyonacea : Alcyoniidae), a new genus and species of soft coral from the temperate North Atlantic: invasive in its known range?",article,10.1071/IS16069,,
r503,primary,"Perez, C.D.",2011,New records of octocorals (Cnidaria: Anthozoa) from the Brazilian coast,article,10.3354/ab00363,,
r504,primary,"Xu, Y., Zhan, Z., & Xu, K.",2020,"Morphology and phylogenetic analysis of five deep- sea golden gorgonians (Cnidaria, Octocorallia, Chrysogorgiidae) in the Western Pacific Ocean, with the description of a new species",article,10.3897/zookeys.989.53104,,
r505,primary,"Bayer, F. M., Cairns, S. D., Cordeiro, R. T., & Pérez, C. D. ",2015,"New records of the genus Callogorgia (Anthozoa: Octocorallia) in the western Atlantic, including the description of a new species",article,10.1017/S0025315414001957,,
r506,primary,"Cairns, S.D.",2007,Review and five new Alaskan species of the deep-water octocoral Narella (Octocorallia: Primnoidae) ,article,10.1017/S1477200007002472,,
r507,primary,"Herrera, S., Baco, A., & Sánchez, J. A.",2010,"Molecular systematics of the bubblegum coral genera (Paragorgiidae, Octocorallia) and description of a new deep-sea species",article,10.1016/j.ympev.2009.12.007,,
r508,primary,"Bayer, F.M.",1994,A new species of the gorgonacean genus Bebryce (Coelenterata: Octocorallia) from Papua-New Guinea,article,,Bulletin of Marine Science,"54(2), 546-553"
r509,primary,"Williams, G.C.",2007,A new species of stoloniferous octocoral (Cnidaria: Alcyonacea) from the south-western Indian Ocean,article,10.1080/00222938700770081,,
r510,primary,"López González, P. J., Gili, J. M., & Orejas, C.",2002,A new primnoid genus (Anthozoa: Octocorallia) from the Southern Ocean,article,10.3989/scimar.2002.66n4383,,
r511,primary,"López-González, P. J., & Gili, J. M.",2000,A new octocoral genus (Cnidaria: Anthozoa) from Antarctic waters,article,10.1007/s003009900105,,
r512,primary,"Bayer, F.M.",1996,New Primnoid Gorgonians (Coelenterata: Octocorallia) from Antarctic Waters,article,,Bulletin of Marine Science,"58(2), 511-530 "
r513,primary,"Etnoyer, P. J.",2009,A new species of Isidella bamboo coral (Octocorallia: Alcyonacea: Isididae) from northeast Pacific Seamounts,article,10.2988/08-16.1,,
r514,primary,"Cordeiro, R.",2019,"A review of the genus Trichogorgia (Cnidaria, Octocorallia), including descriptions of new species",article,10.11646/zootaxa.4706.4.2,,
r515,primary,"Zapata-Guardiola, R., & Lopez-Gonzalez, P. J.",2010,"Redescription of Thouarella brucei Thomson and Ritchie, 1906 (Cnidaria: Octocorallia: Primnoidae) and description of two new Antarctic primnoid species",article,10.11646/zootaxa.2616.1.3,,
r516,primary,"Verseveldt, J., & Cohen, J.",1971,Some new species of Octocorallia from the Gulf of Elat (Red Sea),article,10.1080/00212210.1971.10688325,,
r517,primary,"López-González, P.J.",2006,"A new gorgonian genus from deep-sea Antarctic waters (Octocorallia, Alcyonacea, Plexauridae)",article,10.1007/s10152-005-0008-1,,
r518,primary,"Enrichetti, F., Bavestrello, G., Coppari, M., Betti, F., & Bo, M. ",2018,Placogorgia coronata first documented record in Italian waters: Use of trawl bycatch to unveil vulnerable deep-sea ecosystems,article,10.1002/aqc.2930,,
r519,primary,"Imahara, Y.",2013,Two new paralcyoniid octocorals from Japan (Anthozoa: Alcyonacea),article,10.11646/zootaxa.3652.4.2,,
r520,primary,"Cairns, S.D.",2018,"Deep-Water Octocorals (Cnidaria, Anthozoa) from the Galápagos and Cocos Islands. Part 1: Suborder Calcaxonia",article,10.3897/zookeys.729.21779,,
r521,primary,"Hernández, O., Gomez-Gutiérrez, J., & Sánchez, C.",2020,"Three new species of the sea fan genus Leptogorgia (Octocorallia, Gorgoniidae) from the Gulf of California, Mexico",article,10.3897/zookeys.1017.50619,,
r522,primary,"Breedy, O., Rouse, G. W., Stabbins, A., Cortes, J., & Cordes, E. E.",2019,"New records of Swiftia (Cnidaria, Anthozoa, Octocorallia) from off the Pacific Costa Rican margin, including a new species from methane seeps",article,10.11646/zootaxa.4671.3.6,,
r523,primary,"Cordeiro, R.",2018,"Callogorgia lucaya sp. nov., a new species of deep-sea Primnoidae (Anthozoa: Octocorallia) from the western Atlantic",article,10.11646/zootaxa.4441.3.6,,
r524,primary,"Zapata-Guardiola, R., & Lopez-Gonzalez, P. J.",2013,"Designation of Thouarella abies Broch, 1965 as the type species of the subgenus Fannyella (Scyphogorgia) Cairns and Bayer, 2009, and description of a new genus for Stenella (Dasystenella) liouvillei Gravier, 1913(Octocorallia: Primnoidae)",article,10.1080/00222933.2010.485739,,
r525,primary,"Perez, C.D.",2005,"First record of Leptogorgia punicea (Milne-Edwards & Haime) (Cnidaria, Octocorallia) from Maranhão State, Brazil",article,10.1590/S0101-81752005000300046 ,,
r526,primary,"Bayer, F.M. & Stefani, J.",1988,"A new species of Chrysogorgia (Octocorallia: Gorgonacea) from New Caledonia, with descriptions of some other species from the western Pacific",article,,Proceedings of the Biological Society of Washington, 101: 257-279
r527,primary,"Veena, S., & Kaladharan, P.",2012,"The first record of Cavernulina orientalis (Thomson & Simpson, 1909) (Octocorallia: Pennatulacea: Veretillidae) from the Bay coast of Visakhapatnam, Andhra Pradesh",article,10.11646/zootaxa.3204.1.6,,
r528,primary,"Breedy, O., & Guzman, H. M.",2008,"Leptogorgia ignita, a new shallow-water coral species (Octocorallia: Gorgoniidae) from the tropical eastern Pacific",article,10.1017/S0025315408001902,,
r529,primary,"Bayer, F.M.",2000,A new species of Leptogorgia from the eastern Pacific (Coelenterata: Octocorallia: Holaxonia),article,,Proceedings of the Biological Society of Washington,113: 609-616
r530,primary,"Bayer, F.M.",1997,"Narella nuttingi, a new gorgonacean ococoral of the Family Primnoidae (Anthozoa) from the eastern Pacific",article,,Proceedings of the Biological Society of Washington,110: 511-519
r531,primary,"Cairns, S.D., & Häussermann, V.",2021,A new species of Thouarella from Chilean Patagonia ,article,,SPIXIANA ,44(1): 1-8
r532,primary,"Richards, Z. T., Yasuda, N., Kikuchi, T., Foster, T., Mitsuyuki, C., Stat, M., ... & Wilson, N. G.",2018,Integrated evidence reveals a new species in the ancient blue coral genus Heliopora (Octocorallia),article,10.1038/s41598-018-32969-z,,
r533,primary,"Perez, C.D. & Cordeiro, R.",2020,"Ideogorgia laurae, an uncommon new octocoral species (Alcyonacea: Keroeididae) from a newly established Marine Protected Area at Burdwood Bank, Argentina",article,10.1007/s00300-019-02604-2,,
r534,primary,"Imahara, Y., Chavanich, S., Viyakarn, V., Kushida, Y., Reimer, J. D., & Fujita, T.",2020,"Two new species of the genus Chironephthya (Octocorallia, Alcyonacea, Nidaliidae, Siphonogorgiinae) from the Gulf of Thailand",article,10.11646/zootaxa.4780.2.6,,
r535,primary,"Koido, T., Imahara, Y., & Fukami, H.",2022,"﻿Xenia konohana sp. nov. (Cnidaria, Octocorallia, Alcyonacea), a new soft coral species in the family Xeniidae from Miyazaki, Japan",article,10.3897/zookeys.1085.77924,,
r536,primary,"Breedy, O., & Guzman, H. M.",2013,A New Species of the Genus Eugorgia(Cnidaria: Octocorallia: Gorgoniidae) from Mesophotic Reefs in the Eastern Pacific,article,10.5343/bms.2013.1014,,
r537,primary,"Zapata-Guardiola, R., & Lopez-Gonzalez, P. J.",2010,Two new gorgonian genera (Octocorallia: Primnoidae) from Southern Ocean waters,article,10.1007/s00300-009-0707-1,,
r538,primary,"Alderslade, P. & McFadden, C.S.",2007,Pinnule-less polyps: a new genus and new species of Indo-Pacific Clavulariidae and validation of the soft coral genus Acrossota and the family Acrossotidae (Coelenterata: Octocorallia) ,article,10.11646/zootaxa.1400.1.2,,
r539,primary,"Williams, G.C.",2007,"A new species of the octocorallian genus Alcyonium(Anthozoa: Alcyonacea) from southern Africa, with a revised diagnosis of the genus",article,10.1080/00222938600770051,,
r540,primary,"Nieves, B., & Perez, C.D.",2012,"A new species of Sclerobelemnon Kölliker, 1872 from Brazil (Octocorallia: Pennatulacea: Kophobelemnidae)",article,,Cahiers de Biologie Marine ,53(4):429-434
